Plant ID,Pop,Block,X,Flowering_Date,Flower_Number ,Leaf_Toughness,Water_Content,Growth_Rate,Bolt_Date,SLA,Above_mass,Below_mass,Num_Trichomes,Leaf_Herb_Sept,bug,Hight,Leaf_herb_July,S.florida,M.brevivatella ,Fruit,l1,l2,l3,l4,l5,d1,d2,d3,d4,d5
511,777,2,,193,186,160,56.62533431,0.115710298,131,42.06738953,93.1,12.1,31,1.9,8,119,0.4,36,11,329,24.39,22.62,24.95,27.33,24.49,6,5.98,5.75,4.83,4.7
512,777,3,,211,37,145,72.00911508,0.10211893,136,42.04486951,11.2,1.8,82,2.5,13,88,2.2,8,1,57,26,25,20,19,15,7,8,4,4,2
513,777,4,,199,37,110,74.46664409,0.065321251,136,46.50077931,19.6,2.3,91,1.5,12,84,0.6,,,NA,,,,,,,,,,
514,777,5,,199,37,125,74.52991453,0.12187889,131,48.06598302,18.5,1.7,18,0.9,30,182,0.5,9,13,80,28.32,23.89,29.63,29.4,28.02,5.75,4.18,4.98,5.9,5.35
515,778,1,,203,301,125,75.34751773,0.106026945,130,64.74840581,257.5,19.7,102,1.2,6,157,0.6,72,3,405,34.3,33.2,33.2,26.2,28.2,4.1,3.8,5.2,3.5,4.1
516,778,2,,218,28,125,76.05633803,0.1,133,52.46480711,21.7,2.5,142,2.2,5,106,4.9,0,10,25,32,33,31,32.1,26.5,3,4,3.5,3.1,4
517,778,3,,213,17,85,72.25054625,0.017609126,134,48.51131331,11.4,0.8,123,1.3,7,87,1.1,0,6,23,27.41,26.47,26.14,25.22,30.08,4.08,4.37,4.43,4.75,4.8
518,778,4,,212,35,115,75.88039867,0.123771484,130,50.2815725,52.3,,60,0.6,16,107,0.4,17,2,88,35.95,32.21,36.21,34.57,26.8,4.51,4.44,4.9,4.43,4.2
519,778,5,,,0,,,0.10326877,133,,,,,,2,,,,,0,,,,,,,,,,
520,779,1,,204,92,110,77.5746496,0.090323706,132,76.10447311,68.8,7.1,72,1.4,8,127,1.8,13,3,135,28.12,30.25,36.22,20.36,23.55,4.3,4.38,4.96,3.01,3.22
521,779,2,,201,119,80,77.05253035,0.12187889,131,53.68408493,18.6,11.3,95,0.9,3,135,0,22,7,192,25.2,36.2,28.1,30.5,26.9,4,3.9,4.1,4.2,3.8
522,779,3,,205,49,130,74.39252336,0.077663334,134,62.18512767,27.1,3.3,70,1.1,15,100,0.9,21,3,66,35.75,33.13,33.27,37,32.18,4.91,4.39,4.43,4.33,4.15
523,779,4,,190,24,100,74.6179966,0.090323706,133,46.25430875,15.8,1.8,104,10.5,13,92,0.8,10,1,33,32.42,32.42,26.99,30.92,32.49,3.65,3.4,3.52,4.16,3.72
524,779,5,,207,122,145,72.04719305,0.115710298,131,52.08210627,116,10.2,78,1,9,122,1,36,4,246,32.5,42.5,33.5,29.5,31.5,3.5,4,4,4.5,4
525,780,1,,253,0,130,79.98102467,0.12187889,127,63.54354066,,,65,5,0,83,0.111111111,,,NA,,,,,,,,,,
526,780,2,,,,115,,,,,,,,,0,,,,,0,,,,,,,,,,
527,780,3,3,,,,,,,,,,,,,,,,,NA,,,,,,,,,,
528,780,4,,,0,200,70.83333333,,,59.99985963,2.1,0.8,187,0.428571429,0,0,0.7,,,0,,,,,,,,,,
529,780,5,A,282,0,105,68.61826698,0.038046142,207,49.99351766,4.9,0.4,164,11.71428571,0,82,0,,,0,,,,,,,,,,
530,780,5,B,244,0,170,65.39351852,0.035218252,147,35.79754615,16.8,,185,11.7,0,99,0.1,0,0,39,32,22.5,21,31,30.5,4.5,3,3,4.5,5
531,781,1,,228,11,155,77.13163065,,145,57.41214638,126.3,10.7,182,6.8,0,123,0.6,0,0,360,28.52,27.99,31.48,29.08,30.87,4.55,5.08,5.35,5.03,5.23
532,781,2,,229,10,140,76.61022576,0.120411998,131,50.6381794,113.5,7.8,78,2.8,5,159,0.8,0,0,178,29.59,26.82,24.18,32.55,29.15,5.85,5.47,4.27,5.83,5.93
533,781,3,,228,6,130,70.60185185,0.084509804,134,52.22062251,37.4,4,178,0.9,10,127,0.8,0,0,77,24,23,23,23,26,6,6,4,4,5
534,781,4,,229,6,180,72.15767635,0.090308999,134,64.06184033,22.3,2.5,98,1.3,9,120,0.3,10,0,32,28.27,29.1,28.39,29.89,28.12,5.55,6.32,5.09,5.69,5.49
535,782,1,,208,91,105,79.09326425,0.113033377,135,50.21727382,79.5,5.7,79,1.9,10,103,0.1,13,0,224,30.91,26.46,30.62,23.81,31.77,4.76,4.64,4.55,4.36,4.6
536,782,2,,204,130,125,76.83171151,0.077815125,134,58.61180317,47.7,3.6,42,1.7,9,100,0,12,2,151,33.59,28.6,24.3,23.01,16.54,6.09,5.14,4.64,4.24,2.91
537,782,3,,204,78,180,74.21083979,0.090308999,133,45.39873772,34.1,3.7,156,0.2,15,101,0.3,,,NA,,,,,,,,,,
538,782,4,,203,64,105,73.06397306,0.081291336,135,45.92971711,27.9,,146,0.5,3,77,0.8,14,0,121,32.66,28.39,36.07,27.57,27.38,5.26,5.54,5.01,5.05,5.29
539,782,5,,203,25,100,71.23236823,0.08646125,132,42.54594596,7.8,1.3,108,0.3,9,89,0.9,14,0,18,21.6,29.79,24.36,28.17,26.03,5.18,4.66,4.79,5.14,4.66
540,783,1,,269,0,135,76.95078031,0.047712125,136,62.63143242,0.5,,91,3.9,3,84,0.5,,,0,,,,,,,,,,
541,783,2,,276,0,125,68.37606838,,,61.69663492,2.2,0.1,88,1,,,0.6,,,0,,,,,,,,,,
542,783,4,,237,0,135,71.08745685,0.12734756,131,47.62875455,117.8,,6,1.5,2,130,0,0,0,172,33.9,33.5,34,34.1,33.1,3,2.2,3.2,2.9,3
543,784,1,,231,6,65,82.52364296,0.106026945,131,51.13269287,207.6,,55,1.5,12,163,0.7,5,0,543,24.1,24.5,21,23.2,24.1,3.9,3.9,4.1,4.3,4.2
544,784,2,,234,0,89,74.01960784,0.106026945,130,53.57422664,45.5,4.2,8,1,8,130,0,3,0,130,24.5,25,22.5,26,24.5,4.5,4.5,5,4.5,4.5
545,784,2,,134,0,120,50.63291139,,,39.90844322,,,56,2,,,0,,,NA,,,,,,,,,,
546,784,3,,,0,,,,132,,,,,,10,,,,,0,,,,,,,,,,
547,784,4,,238,0,105,65.2892562,0.111111111,132,55.86046675,30.4,2.7,132,4,9,94,2.2,0,0,117,21,24.5,22.5,21.5,23.5,5,4,3,3.5,4
548,784,5,,229,4,145,74.23099246,0.115710298,133,50.99988068,13.8,1.4,77,0.9,3,113,1.2,0,0,37,20.79,20.49,25.17,23.95,25.88,4.44,3.97,4.37,4.52,4.55
549,785,1,,193,25,100,76.51006711,0.093899782,131,44.173125,4,0.5,104,2.8,11,80,7.5,9,6,26,30.81,30.52,31.37,23.13,18.95,5.45,4.96,5.96,3.83,3.21
550,785,2,,187,69,130,75.76134245,0.117855316,131,38.34951965,52.7,3.3,34,3.5,16,,5,6,11,200,32.5,31.5,30.5,33.5,35,3,5,4,5.5,5.5
551,785,3,,192,30,110,77.68899816,0.10326877,131,32.8618478,11.3,1.1,133,0.9,15,86,1.3,3,2,47,29.56,30.36,28.49,28.45,29.44,4.78,5.89,5.43,4.6,5.46
552,785,4,,,21,140,74.55386649,0.084509804,135,50.02536067,16.7,2.4,246,1.7,2,74,0.5,5,4,14,28.23,30.83,31.63,28.49,30.13,5.7,5.78,6.09,6.3,5.83
553,785,5,,190,53,145,71.21290994,0.12187889,132,45.24182964,13.8,1.3,72,0.6,2,110,1.2,3,10,53,23.36,30.5,26.13,23.1,35.26,4.08,5.24,5.12,5.2,4.65
554,786,1,,248,0,65,77.2710419,0.132221929,134,57.79235927,54.6,,196,5,7,153,0.1,0,0,33,21.9,27.8,26.4,24.3,23.5,3.2,3.1,3.5,3.9,3.4
555,786,2,,248,0,110,78.4522003,0.065321251,139,71.72585959,19.6,2.3,100,7.9,3,120,0.3,0,0,23,30,30.5,26.8,27.2,32.1,3.2,3.1,3.4,3,3.8
556,786,3,,249,0,165,71.25,0.069897,136,47.94860577,,,90,1.1,5,84,0.3,,,NA,,,,,,,,,,
557,786,4,,255,0,115,69.78193146,0.213513265,,62.03776955,,0.2,184,2.1,8,89,1.3,,,0,,,,,,,,,,
558,786,5,,248,0,165,69.77848101,0.093899782,132,64.58866468,14.1,2.4,112,4.7,11,125,0,2,0,24,24.5,30,27,28,29.5,3.5,4,3,3.5,3.5
559,787,1,A,240,0,787,78.88888889,,,43.34426945,69.9,,134,1.125,0,0,,,,0,,,,,,,,,,
560,787,1,B,,,,72.13114754,0.095424251,143,53.10332404,3,0.5,74,1.5,2,90,2.2,0,0,187,27.62,25.66,27.54,26.7,24.34,4.62,4.64,4.38,4.35,4.06
561,787,2,,240,0,150,73.74670185,,,50.96678537,44.7,4.8,11,1.7,,,0.3,,,NA,,,,,,,,,,
562,787,3,,341,0,150,70.52132701,0.095424251,133,47.39880281,63.2,9.2,78,3.6,21,131,0.6,20,0,176,28.41,28.09,24.91,26.67,29.32,4.46,4.81,4.36,4.67,4.82
563,787,4,,249,0,130,75.74827322,0.075257499,155,,6.5,0.7,112,1.2,0,64,0.4,,,0,,,,,,,,,,
564,788,2,3,,0,90,80.40778499,,,57.28651805,6,1.3,95,0.5,5,0,4.4,,,NA,,,,,,,,,,
565,788,5,1,196,27,135,68.47022188,,140,41.14186289,12.2,1,188,3.6,2,84,2.777777778,2,0,30,21.5,25.5,23.1,23,21.5,3.5,3.5,4.7,3.3,2.5
566,788,5,2,240,0,90,75.29182879,,198,43.22499518,7.9,,211,1.3,0,70,2.6,0,0,4,23.52,21.96,27.18,24.83,,3.92,3.81,5.3,4.47,
567,789,1,,196,22,140,75.50702028,0.082262521,132,33.01379414,7,0.4,40,1.5,10,89,0.3,1,9,19,19.95,22.4,25.03,24.6,22.41,3.84,6.05,6.67,6.75,5.43
568,789,2,,187,53,110,74.30587164,,,44.04925196,28,2.4,232,1.6,,,2.2,16,11,63,32.48,25.44,35.71,31.85,23.15,5.86,3.73,5.89,5.66,4.6
569,789,3,,192,42,200,73.63145721,0.100343332,132,48.3917537,14.9,1,210,0.8,5,100,7.8,7,15,60,28.85,31.36,29.05,30.35,30.76,9.37,10.05,8.97,10.08,5.58
570,789,4,,195,21,195,72.85817135,0.05187675,130,40.13276252,3.8,0.2,134,3.5,5,70,0.9,0,6,15,29.45,30.5,30.21,21.07,10.32,6.04,6.41,5.1,5.99,3.96
571,789,5,,186,138,155,68.06603774,0.123771484,130,42.43101904,84.3,,143,1,7,120,1.3,28,6,358,20.4,21.54,22.41,22.92,18.96,5.11,4.46,4.51,4.95,4.25
572,790,1,,196,108,150,77.80903525,0.108635956,132,48.87356332,38.6,4.4,102,0.8,5,121,0.4,44,2,98,15.59,18.32,22.46,28.26,32.41,4.9,4.45,5.54,6.23,6.75
573,790,2,,209,31,130,73.60034453,,,54.12806082,8.4,0.5,52,0.6,,,0,,,NA,,,,,,,,,,
574,790,3,,200,20,60,79.21946275,0.047712125,136,67.94101752,3.8,,115,1.4,4,62,0.75,0,0,15,22.11,28.46,23.52,30.35,25.79,5.43,5.39,4.79,6.3,5
575,790,4,,,0,105,82.56227758,,,79.17320186,3.7,1.5,93,0.7,0,0,1.9,,,0,,,,,,,,,,
576,791,1,,201,45,120,77.67929089,0.05022329,132,,8.4,0.8,135,1.6,13,80,3.142857143,0,0,47,31,30,31,25,15,5,6,5,4,3
577,791,2,,197,195,85,72.2323601,0.084509804,133,43.29648084,52.2,5.9,54,1.2,3,117,0,0,6,230,37.75,27.34,31.97,26.89,32.93,5.44,4.84,5.46,4.8,5.36
578,791,3,,196,94,120,72.63495457,0.060205999,135,52.88876515,16.4,,105,0.9,5,100,0.9,0,6,117,30.05,30.94,28.04,32.28,30.36,9.53,9.29,9.36,10.06,9.82
579,791,4,,201,17,150,75.99323753,0.049357513,,57.16143832,2.5,0.1,77,0.1,8,60,1,0,2,16,29.5,24.9,22.1,20.1,15.1,3.5,3.9,4.1,3.1,2.9
580,791,5,,201,62,120,63.79310345,0.115710298,132,34.17746573,,,156,5.3,14,82,9.6,0,0,76,26.97,26.36,20.93,24.77,22.69,4.87,4.69,4.18,4.79,4.49
581,792,1,,214,89,95,77.30943152,0.113033377,,54.57944145,85.3,7,96,1.4,6,125,0.2,0,0,223,28.57,29.26,26.57,28.71,28.5,5.62,5.36,4.96,5.46,5.56
582,792,2,,222,24,90,73.23420074,0.074036269,134,45.8225299,26,2.4,121,1.9,10,,0.8,10,0,107,25.87,26.99,24.59,29.2,29.84,5.18,5.47,5.15,5.36,5.56
583,792,2,,210,101,110,,0.084509804,135,,128.1,10.3,,,28,137,1,0,0,366,27.9,31.2,25,25.5,32.8,5.2,5.3,4.8,4.5,4
584,792,4,,210,28,120,72.85223368,0.065321251,133,46.28156526,18,0.8,55,1.3,12,100,0.9,0,0,69,9.94,21.29,21.16,28.84,31.58,5.65,6.12,9.79,4.51,2.16
585,792,5,,,,,,0.117855316,131,47.14274685,8.9,2.4,41,,8,,,,,0,,,,,,,,,,
586,793,2,2,,,,72.21345122,,,41.95503005,,,46,0.5,,,,,,NA,,,,,,,,,,
587,798,4,,,0,65,,,,,0.1,0.1,,1,0,0,4.5,,,0,,,,,,,,,,
588,803,5,1,,,125,64.18181818,0.022011407,142,48.21351519,9.6,,24,0.4,0,64,0.3,,,0,,,,,,,,,,
589,803,5,3,288,0,110,64.62585034,0.047712125,152,40.27682885,1.6,,135,0.8,2,79,1.5,,,0,,,,,,,,,,
590,806,2,1,208,40,90,73.94067797,0.069897,136,47.8318004,26.5,2.4,164,0.3,3,109,1.3,6,0,71,29.72,28.03,27.1,25.57,26.01,5.12,5.61,5.43,5.17,5.08
591,824,1,,248,0,50,79.09516381,,161,104.8595678,6.6,0.4,80,0.5,0,76,0.7,1,0,13,31.2,26.2,24.3,26.9,28.2,4.3,3.9,3.5,3.6,4.2
592,825,3,1,231,1,175,71.08571429,0.093899782,133,39.84769977,10.9,1.4,126,6.9,14,83,0.3,2,0,19,34.62,36.25,34.17,36.73,35.27,5.56,5.47,5.25,5.21,5.71
593,831,1,,231,1,85,71.6904277,0.08646125,132,48.75221369,132.2,13.2,151,1.4,12,141,1.3,0,1,335,20.78,19.86,32.65,33.05,23.89,5.32,4.77,4.45,3.62,4.4
594,831,2,,238,0,120,73.99080225,0.060205999,135,68.2361566,12,1.6,109,1.5,3,60,2.6,0,0,6,23.25,21.32,23.18,23.09,18.68,2.79,4.05,3.9,3.95,3.71
595,837,1,,264,0,125,73.94514768,0.063616167,,62.13593058,11.3,1.5,80,2.4,2,107,0.2,1,0,23,37.9,32.79,18.1,34.3,25.69,4.94,4.95,3.33,5.19,2.86
596,837,2,,259,0,135,69.92353441,0.059640157,135,63.03356039,,,202,1.4,0,97,0.6,,,NA,,,,,,,,,,
597,837,3,,236,0,130,74.85789244,0.106026945,132,59.86266482,70.7,8.1,92,1.8,11,156,0.1,0,0,55,21.89,20.33,40.03,27.4,41.03,5.1,4.86,2.3,5.79,3.05
598,837,4,,270,0,200,77.56457565,0.075257499,,84.17986736,8.4,0.8,108,0.6,0,94,0.1,0,0,11,19.36,22.84,22.43,31.66,31.51,2.79,3.04,2.9,3.61,4.15
599,837,5,,254,0,135,76.67713389,0.095424251,134,55.94004006,65.9,6.5,35,0.9,8,157,0.1,0,0,66,35.5,38.5,22.5,34.5,32.5,3.5,4,2.5,3,4
600,851,1,,190,15,120,75.215311,0.047712125,140,67.5320862,,,166,0.5,8,,0.25,,,NA,,,,,,,,,,
601,851,2,,,0,120,76.59906396,,,77.60851408,0.2,,62,1.7,,,1.8,,,0,,,,,,,,,,
602,851,3,3,,0,,,,,,0.2,,,,0,0,7,,,0,,,,,,,,,,
603,851,5,,,0,120,80.92068774,,,82.58655757,0.3,,140,1.428571429,0,0,4.5,,,0,,,,,,,,,,
604,864,2,,199,26,75,74.8534202,0.092941893,135,55.11566053,3.9,0.5,104,0.8,9,183,0,0,2,23,34.9,23.1,25.1,21.5,17.9,8,7,7,5,5
605,877,1,,200,110,150,78.3706721,0.10326877,129,61.93991818,41.4,3.7,9,1.8,10,85,1.3,19,7,133,24.72,26.18,27.56,26.56,24.81,5.57,4.48,6,4.93,5.73
606,880,4,1,193,54,165,78.50526988,0.069897,136,49.21041118,27.7,,82,19.2,9,91,5.3,8,1,56,34.19,31.25,33.42,35.29,35.28,5.56,5.96,5.93,4.26,5.07
607,888,1,,208,25,105,77.07889126,0.139794001,132,72.72205208,26.1,,99,1.1,5,70,4.7,12,0,77,29.8,32.3,35.7,29.1,30.5,4.1,5.1,5.1,4.5,4
608,888,1,2,207,63,165,76.68139421,0.072579168,141,47.80268792,,,202,1.4,12,84,2.4,,,NA,,,,,,,,,,
609,890,4,1,203,31,140,73.51664255,0.058337418,136,35.20386206,11.9,1.5,76,1.3,13,87,1.4,0,0,46,25.68,26.51,24.12,25.3,21.12,5.41,5.74,5.37,5.5,5.17
610,891,3,1,276,0,110,73.92405063,0.095424251,133,61.89110816,1.9,,225,1.8,0,53,0.7,,,0,,,,,,,,,,
611,891,3,2,241,0,125,71.99816682,0.065321251,150,41.12032264,17.3,2.1,213,8.3,14,110,1.3,13,0,33,36.99,25.55,29.2,33.85,26.8,5.04,3.78,4.45,5.16,4.12
612,891,4,,206,42,80,66.62387677,0.060205999,137,,15.2,1,204,0.7,4,106,3.8,0,0,64,30.08,27.21,22.75,28.15,27.23,4.45,5.16,5.08,4.67,5.07
613,892,3,,207,41,110,74.26379609,0.082262521,131,54.69346536,33.4,3.5,79,8,18,104,0.2,0,0,55,31.2,31.5,30.2,24.4,33.5,5.1,5.9,5.2,4.2,5
614,893,1,,205,88,130,76.05300521,0.033447777,129,47.42742527,131,11.3,180,1.7,12,95,0.5,3,0,93,26.16,35.38,29.43,20.46,33.38,4.72,5.44,5.99,5.25,5.59
615,893,1,2,200,122,100,74.41553295,0.10326877,131,42.73112962,44.8,3,0,1.2,5,150,1,,,NA,,,,,,,,,,
616,893,4,,219,18,60,70.67137809,0.060205999,134,42.11250201,15.2,1.5,148,24.44444444,5,100,0.6,2,0,18,34.56,28.51,31.71,27.25,20.38,6.17,5.62,5.91,4.35,4.2
617,893,5,,,0,,74.41553295,0.100343332,132,,,,,,17,,,,,0,,,,,,,,,,
618,908,1,,204,192,100,79.18705307,0.10326877,130,49.42719714,100.7,,110,1.2,12,153,0.3,64,0,252,28.5,29.4,34.2,28.3,31.1,4.5,4.9,5.2,4.1,5
619,908,2,,209,34,135,70.88859416,0.117855316,130,49.77174667,36.4,2.2,51,1.4,3,0,0.6,0,0,61,30.47,32.41,33.58,30.28,31.02,4.99,5.26,5.71,5.34,5.01
620,908,3,,220,18,115,69.07001045,0.082262521,131,42.66149715,9.8,0.7,160,1,9,91,0.3,5,0,32,32.91,28.34,26.64,25.74,27.54,5.5,5.54,5.2,4.81,5.64
621,908,4,,220,17,150,68.95943563,0.108635956,131,36.54714577,6.5,0.7,155,0.8,3,82,0.1,4,0,23,26.11,21.82,22.8,26.46,24.23,5.07,4.57,4.43,5.38,5.02
622,914,1,,200,137,100,77.35129639,0.106026945,131,59.32010291,86.7,0.1,270,3.5,4,120,0.4,70,2,231,15.97,17.83,19.76,29.1,31.44,2.44,4.86,5.32,6.36,7.69
623,914,1,5,213,36,115,79.42073171,0.075188179,131,144.9074101,8.1,8,40,0.7,13,79,2.7,,,NA,,,,,,,,,,
624,914,2,,199,173,165,81.02030948,0.113465478,134,59.40984588,91.9,9.3,14,1.1,3,145,0.9,52,18,243,29.84,24.76,26.92,32.33,29.14,6.26,5.87,6.46,7.14,6.17
625,914,3,,209,41,120,75.3968254,0.082262521,131,68.47412053,18.5,1.3,89,2.8,0,88,0.7,23,0,53,27.95,29.32,27.29,29.94,25.6,5.49,5.19,5.48,6.27,6.06
626,914,4,,204,58,170,71.30434783,0.10326877,132,43.65748541,17.1,1.6,97,1.2,12,89,,11,4,56,27.9,26.2,27.6,28.3,26.5,6.6,6.9,5.2,6.1,4.9
627,915,1,,190,34,70,75.86445367,0.097229029,132,58.30721325,8.5,0.5,56,3.6,16,81,1.6,,,NA,,,,,,,,,,
628,915,2,,185,55,70,77.76475758,,,48.06598302,23.4,2,29,0.4,,,1,0,21,59,30.07,31.81,29.3,26.18,26.16,5.57,6.25,6.26,6.19,5.98
629,915,3,,,0,135,75.4714544,,,50.67084919,6.3,2.7,102,0.8,0,0,2.3,,,0,,,,,,,,,,
630,915,4,,,0,130,70.92084006,,,63.85350915,1.6,0.5,111,2.9,0,0,1.1,,,NA,,,,,,,,,,
631,915,5,,188,39,90,47.6366517,0.129040889,131,59.0969272,16.4,1.5,99,2.4,9,106,0.5,0,11,48,25.73,24.69,24.44,25.11,23.57,5.98,5.3,5.73,5.76,5.19
632,6,1,,,0,85,,,,,1.4,,,7,0,0,3.5,,,0,,,,,,,,,,
633,6,2,,,0,105,80.18468642,,,84.36070489,0.3,,516,1.666666667,0,0,0,,,0,,,,,,,,,,
634,6,3,,,0,110,75.78975312,,,54.01637981,2.9,0.2,132,0.1,0,0,0.8,,,0,,,,,,,,,,
635,6,4,,,0,115,81.74386921,,,,0.5,0.1,156,4.111111111,0,0,0.8,,,0,,,,,,,,,,
636,6,5,,,0,60,,0.100343332,,,0.1,,,26.25,9,80,,,,0,,,,,,,,,,
637,8,1,,195,24,110,81.65230613,0.117855316,130,65.61388158,8,1,57,1.2,20,,0.5,9,5,48,25.1,18.44,20.36,23.1,24.58,3.69,3.4,3.52,4.64,5.52
638,8,2,,186,29,85,77.09011944,0.08646125,131,53.28345743,7.1,1,37,1.9,9,0,0.3,6,16,52,24.39,27.54,24.71,27.95,28.98,4.57,5.23,4.92,5.12,6.04
639,8,3,,200,14,130,73.04347826,,132,63.95750509,,,146,8.5,/,,0.571428571,,,0,,,,,,,,,,
640,8,4,,,0,150,67.54385965,0.117855316,,35.944996,,,245,1.2,3,,2.9,,,0,,,,,,,,,,
641,8,5,,194,13,105,70.91722595,0.107918125,130,35.944996,2.5,0.1,128,0.8,9,97,3.125,0,0,88,19.5,21,15,15,11,2.5,5,3,1.6,1
642,9,1,,207,88,110,80.12085851,0.1161368,134,96.72391164,42.8,,61,0.9,1,124,5.2,31,5,140,30.74,32.39,26.83,27.25,32.46,6.17,5.85,5.72,5.24,5.38
643,9,2,,200,119,115,72.66907589,0.084509804,135,41.93263014,59.2,,8,3.4,14,81,0.1,33,12,220,30.5,24.5,31.5,30.5,27,5.5,4.5,5,5.5,5.5
644,9,3,,215,23,160,68.58137511,,136,42.24842187,8.4,0.7,94,1.9,,,0.6,0,0,28,22.14,26.92,28.57,27.75,23.5,4.86,5.72,5.04,4.96,4.84
645,9,5,,209,26,100,75.87253414,0.084509804,134,,11.5,0.9,59,7,4,63,0.6,0,0,30,27.33,29.03,26.28,27.42,25.5,4.67,5.18,5.56,5.2,4.87