"","Pop","Leaf_Totphe","Leaf_pH_10","Flower_Totphe","Flower_pH_10","Fruit_Totphe","Fruit_pH_10","Leaf_Oenothein_B","Leaf_Oenothein_A","Leaf_Ox_Oenothein_A","Flower_Oenothein_B","Flower_Oenothein_A","Flower_Ox_Oenothein_A","Fruit_Oenothein_B","Fruit_Oenothein_A","Fruit_Ox_Oenothein_A","Seeds"
"1",6,78.53313791,21.6046973,NA,NA,NA,NA,49.23032653,4.657332915,1.82750794,NA,NA,NA,NA,NA,NA,0
"2",8,80.58737653,19.06262281,50.31557288,13.18046621,88.11688486,19.14854843,62.52368116,5.280348278,2.6614,31.70271904,4.492868008,0.311586555,40.24907122,4.413968293,2.095473561,2759.8
"3",9,82.8160732,23.56557315,38.65979638,8.063595156,106.5181394,31.69925598,70.12406911,6.526646158,3.630624711,20.27139564,2.803412281,0.813427368,49.01163778,13.16054629,1.593440418,22377
"4",22,92.27737344,21.07984621,62.84858081,11.27111195,138.0367347,37.81244587,12.47718267,23.87700175,9.011039359,5.606325552,12.73064492,2.410150466,5.649726935,84.0540691,14.70998362,42003
"5",23,93.34327626,21.00056537,55.06279826,10.44899919,119.0435707,27.33969424,17.56978005,27.93956423,8.64812796,12.88133936,11.6873631,1.356715353,10.27878462,40.77050528,4.017873303,27122.2
"6",181,74.78646307,16.89065064,NA,NA,NA,NA,2.301454082,22.17842776,3.616285898,NA,NA,NA,NA,NA,NA,0
"7",182,101.8303955,21.20219433,102.8728095,24.74190983,170.9560443,31.65886989,4.109732895,28.67838428,8.988739262,25.72183302,39.50486097,1.517686122,20.72091847,117.1954809,11.53607552,8022
"8",183,83.8781529,25.00896919,44.04424322,10.37335731,111.7682366,33.79756065,62.54475815,7.022122905,4.020003657,27.21929341,6.882211538,0.5667,64.75974234,12.35840122,2.548476,8425
"9",378,111.8448115,32.9010455,52.52740203,13.37818308,NA,NA,92.3631605,8.368505903,8.168702509,27.87264967,5.571797954,0.629396317,NA,NA,NA,6756.6
"10",378,114.3788662,34.33666255,52.52740203,13.37818308,NA,NA,92.3631605,8.368505903,8.168702509,27.87264967,5.571797954,0.629396317,NA,NA,NA,6756.6
"11",379,81.58947518,16.24734817,104.0576639,25.83270224,NA,NA,1.080531191,23.6769649,8.46956263,18.92731097,49.9731216,0.411896194,NA,NA,NA,2010.5
"12",411,80.76700715,25.04256561,54.85472659,14.5577366,115.6448967,28.59581617,63.5911592,5.856356084,3.974003783,37.74356652,10.43067584,0.484017361,85.59367726,17.55634162,1.787328414,8121
"13",442,79.66284412,17.45849254,70.86276101,13.24581789,139.4109454,39.98833298,9.393115758,19.87963795,10.57400481,10.23207175,22.92702532,1.427503797,11.20790853,77.05334932,6.190361837,10120
"14",447,91.38741843,16.9874809,65.44396847,12.68215553,NA,NA,0.566718778,34.86669071,15.42587707,3.192221914,23.34007189,1.281133961,NA,NA,NA,10609.4
"15",465,75.42586785,17.5933072,66.00978812,11.94416235,136.8183863,39.32415327,3.280592627,28.72489631,5.354824373,9.657824448,26.83637089,0.216524399,14.6282808,106.1241964,2.086034196,18203.25
"16",501,84.55247989,17.68120873,65.87778926,9.745997048,166.8401926,43.5471638,1.164774463,20.36230591,13.5310123,1.971981444,20.5872547,2.525264057,5.019257383,118.7129659,8.868495316,17244.1666666667
"17",514,69.69423969,13.11732836,67.22273596,11.98057899,114.6918975,27.17389081,0.7161389,20.75444627,8.896684965,18.19921162,20.62818538,0.761794311,52.0876065,21.06299878,3.979881663,1117.33333333333
"18",515,93.68021814,21.94444211,45.49587074,5.852835594,160.0728339,42.28108397,0.369002695,48.51663423,7.205875449,0.588612341,13.20754698,0.558400914,6.783193722,137.5177217,3.097466168,13158.6
"19",516,95.31324178,21.14302156,58.33262354,11.76373837,134.8320587,35.59892659,1.540692147,64.80776007,6.387548904,4.100387266,24.56564932,0.210991814,5.287499096,93.54702662,0.991303365,14202.6666666667
"20",518,68.9462101,21.28234449,53.08060511,9.478585349,110.2517776,32.11535323,55.66244658,5.308945967,2.437003653,31.34207145,4.643564977,0.379671149,66.64991528,12.5843042,4.116395801,29483.6666666667
"21",570,72.6789235,20.0071655,45.05163085,10.87675407,80.15838594,16.64813911,49.90310209,5.113676105,1.969543368,24.88124352,3.531713568,0.471148543,41.97337024,3.379536585,3.260914146,8917.75
"22",571,68.83985659,17.73718763,45.34401745,9.931334318,72.28291305,11.17382923,49.16465798,4.342774095,2.218296073,26.39944494,3.640329077,0.159683202,20.36478667,1.681070171,0.673440141,664
"23",572,68.24012286,15.41430218,55.12552747,14.377741,85.19302632,19.6382374,44.33058037,4.172966427,1.631084675,23.91639857,0.116372283,0.646416107,60.60236411,3.639864599,5.229985721,25502
"24",573,62.98071289,16.20739646,42.67049687,11.85010055,96.15974313,29.12380227,46.14154061,3.896865119,1.695528656,24.87454821,3.018262649,0.259081944,56.13873783,6.602943548,4.03799824,39346.6
"25",574,77.40752713,20.31400812,74.8662666,17.54256589,119.3483964,31.13919548,48.19256225,12.24089205,3.207180876,26.27032433,17.29320614,0.308564718,51.95891636,48.27139814,2.708592752,7065.25
"26",658,76.33477896,22.85947124,61.29954657,18.08550077,107.5938247,24.94268226,56.94822992,6.263390748,3.177648622,38.2372673,7.904331745,0.214491374,41.68691356,15.71340909,1.837937109,3175.4
"27",676,111.2278233,23.42040976,60.717765,9.026450475,165.9659315,43.64584233,0.498702543,49.60973839,16.26714699,1.937069561,24.18938659,2.534252,4.111953217,120.2470773,11.58102484,32326
"28",688,93.22712434,27.6632892,56.53627865,13.84770719,135.9451656,40.97465854,79.02671404,9.503198511,1.34571335,40.90908558,6.646498011,0.028246445,102.9541491,23.64041829,0.371712293,18658
"29",688,88.31040992,22.33632958,56.53627865,13.84770719,135.9451656,40.97465854,79.02671404,9.503198511,1.34571335,40.90908558,6.646498011,0.028246445,102.9541491,23.64041829,0.371712293,18658
"30",689,89.80621873,23.87342069,72.33017495,16.78291857,100.6795856,20.52496672,67.27128682,6.129866162,3.976582626,50.94980644,6.362380429,0.564726794,40.80440711,3.552152846,2.049169971,1948.33333333333
"31",690,93.82022883,26.4656946,54.21122861,10.00952513,143.3894331,38.42421619,79.11261355,4.030055419,5.024863448,36.04176841,2.81000879,0.115332998,110.6316968,16.72494968,3.636895533,2166.25
"32",691,98.80684689,34.04862979,41.42050346,8.064133222,102.8109689,19.83879081,88.06997634,5.314946341,5.779260098,19.27410271,3.958363499,0.647115334,50.32139895,2.945108587,4.41219331,3214
"33",692,72.59190722,19.6900155,69.21420551,17.61925936,108.7300291,31.24885504,48.38663753,3.655378521,4.088092958,48.13812972,6.088138244,1.006616953,65.06108169,9.32896117,4.952515885,19116.75
"34",693,77.56339465,23.06565437,36.21684661,7.113818402,109.3842301,33.08951394,62.47369215,4.04148125,3.1769269,21.82673032,2.428605459,0.374612208,87.38782268,6.767312658,5.841943392,42913.3333333333
"35",694,97.06808146,27.83213873,72.09962285,16.1584266,65.26439782,11.99209838,63.82814523,4.652226161,5.39506533,43.178087,7.007787298,1.090700907,21.5263784,1.098742604,1.868306213,1552.2
"36",696,78.75020101,21.75979842,54.76486478,13.76762539,85.0339524,29.35304788,59.12175673,3.484845663,4.405292857,36.60860964,4.106439169,0.251310386,41.74856978,4.528221271,4.807046161,15881
"37",697,101.2165551,27.21092595,47.56268763,12.75767177,95.28324062,28.05036805,89.54070383,6.077943845,6.035264738,28.45272831,4.470927964,0.370322761,38.80693727,13.49704169,4.020719136,24797.4
"38",698,79.44293252,20.43594638,69.41319423,24.81794968,88.96798255,15.61993458,58.23658246,5.895412821,3.692817333,50.80119814,6.739008325,1.362926053,37.71051152,4.495261137,4.269053047,15579
"39",699,85.68223866,22.90451145,71.29077214,18.53619149,94.98431155,17.94080387,67.39598955,7.442568408,2.934897313,27.30663387,4.857655696,0.166735392,43.55714658,4.765472002,3.070312389,8651.66666666667
"40",700,81.03982262,21.07399081,42.93995862,9.546902883,92.95375089,20.8224122,57.30799176,4.234669299,3.312556861,NA,NA,NA,24.9069622,2.3630094,1.679810772,3278.25
"41",701,77.41304438,18.24748515,39.40033772,9.417670697,101.258871,27.63198261,63.7259196,4.707290932,3.006934811,16.42417602,2.437145551,0.541849271,51.78025075,10.66615547,4.335490746,27488.2
"42",702,63.53550188,18.16913751,49.81423261,11.94499796,89.95957976,24.26810596,49.35498387,3.20077445,3.361149821,26.734976,3.020603704,0.969372444,37.34627637,3.494124815,2.536386411,12360.5
"43",703,99.75868332,26.25997141,83.48271104,23.77240517,127.6186304,38.85060867,81.20093789,9.120605727,4.854805286,62.47000461,13.46572462,1.142669838,81.84635877,16.68665157,5.235050441,13301
"44",704,92.96381946,22.90016776,56.48778556,14.11241956,132.3771798,39.75791209,64.85064076,5.338203046,4.245777868,32.37515237,5.632357467,0.798268416,83.76369715,20.87007013,4.374368209,10124
"45",705,90.15844222,23.70440187,43.10631422,12.1537423,117.1006389,35.44420676,65.73966602,7.131744778,3.784213551,23.06814855,1.423711302,0.35665258,67.2643983,18.70780546,4.016649775,80042.75
"46",706,72.23042667,22.18752925,46.43832425,11.75844411,104.1152037,27.78157072,54.80635907,6.057778052,3.075581315,32.89195286,2.467987836,1.326821085,56.38421007,7.391533719,6.182150579,17522.8
"47",707,78.26591008,20.87092893,56.63748733,14.67151537,NA,NA,55.00350221,3.708855599,4.179715128,38.51374829,3.110062096,0.060512966,NA,NA,NA,251.5
"48",708,89.27717158,26.92524125,38.68998326,9.211269362,101.5467283,31.25793017,79.90743948,6.038819616,4.898014194,20.51673186,2.604284119,0.379962084,63.63315994,7.250095729,4.677602062,21355.8
"49",709,95.31990308,19.05068901,NA,NA,119.2924522,31.75170162,1.245034689,56.47047526,2.430683293,NA,NA,NA,NA,NA,NA,0
"50",710,64.24269087,12.56100442,60.27143163,17.1372534,NA,NA,0.56166072,17.28324338,4.559006597,43.64214067,5.85721998,0.219072452,NA,NA,NA,0
"51",712,72.93336209,19.84291888,42.00010402,9.5883756,109.7777769,31.04288028,23.34190434,24.28191463,1.666379024,17.46199353,2.78564787,0.112035088,87.44429114,11.51540374,7.894938454,2042
"52",713,66.30877295,15.6335714,94.82826575,22.61897161,151.3957482,39.44647728,0.502466411,17.18767255,7.120239673,11.0195331,44.53903641,2.608945621,8.422436341,111.9931918,5.17632994,1965
"53",714,81.08380706,15.37687302,51.04879337,12.69979643,158.6936264,45.48058572,0.505329231,29.79003846,3.702073846,2.092908358,12.97820771,0.176434129,3.629279388,122.0607168,4.987775,1246.66666666667
"54",715,105.1850966,24.19565986,53.94877327,12.05605158,161.3402563,40.09006531,0.766238764,34.3881716,12.63765414,5.190335644,11.22195421,1.334439109,10.32903883,117.7679057,11.7034,23935.25
"55",716,93.00973033,28.34804302,NA,NA,139.5595151,36.58491041,81.28143415,8.706634615,2.645671179,NA,NA,NA,99.61641826,11.96161865,5.469339941,5834.5
"56",717,86.64745158,22.19088124,NA,NA,125.5881585,36.31393388,64.67248495,6.573824636,3.800310888,NA,NA,NA,78.11897241,15.3318407,8.012843089,3727.6
"57",718,80.60736977,20.25113419,38.25601057,8.727618316,72.50754346,10.06192788,58.06742241,4.843586128,4.871743191,18.8296472,2.820157908,0.214267913,26.28931,2.971912053,2.708578148,3649.75
"58",719,75.0238256,19.64327846,52.41624796,12.76924245,69.84041232,15.60988249,51.3663229,3.794094518,4.320498258,36.4798793,4.255130615,0.459911621,43.27003083,4.23381278,2.596117951,1655.6
"59",720,69.16725962,16.8831411,49.71566849,10.89659431,110.4943766,26.66765787,23.0287037,12.89864166,6.999806285,22.66923508,4.702994753,0.178268066,55.01011541,21.50684416,3.736914401,29749.5
"60",723,79.89384307,14.78930684,48.39069657,8.57135573,154.414756,42.0964832,0.419504235,18.85524235,11.27636571,1.57894862,11.7664137,1.574049574,4.469714727,94.13171938,5.575735223,36320.8
"61",724,92.60018038,13.68536364,101.2323717,20.82990818,NA,NA,0.603858299,63.37234343,5.618645519,4.809703012,50.97139056,0.349836948,NA,NA,NA,0
"62",725,102.9421753,29.7821923,66.30130118,10.59933948,142.3953875,42.10961254,1.956527679,38.57759301,11.64437917,5.285606834,22.57552889,0.386874171,3.078093611,88.31359955,1.912198217,32402.2
"63",726,110.6181028,25.71554426,54.47261073,9.716120411,129.0721456,35.94995693,5.157393722,56.28103797,8.28282957,7.503328976,14.9713439,0.88743678,2.06288218,68.50797374,15.1141134,38285.4
"64",727,83.9609259,11.63277155,59.77667037,12.00280344,131.1498974,38.24809259,5.655260546,36.56190199,13.0783595,6.059124268,17.71856203,2.83480129,5.610176996,62.61782226,14.52602866,44420.2
"65",728,91.96567679,26.05041432,62.90809983,14.03968387,96.37849597,27.82173113,69.86961988,4.244757666,4.736894461,36.80138323,5.626816377,0.687807146,44.2876431,11.3392479,2.147464226,8866.75
"66",729,60.05487157,19.70813064,61.11828987,14.98927933,100.1278134,26.55192202,35.03058997,4.83290665,2.138167366,31.23678123,4.722356465,1.146312032,44.3863057,10.01016507,4.254147681,4832.8
"67",730,87.30052989,16.03426786,60.69817042,9.93540207,61.8882285,10.77818777,0.729483562,44.81518646,2.920110795,1.27297719,22.04216848,0.114619198,1.357436406,22.85623272,0.119445161,13915.6666666667
"68",731,85.3347463,16.82390662,NA,NA,113.0325484,26.72104725,1.1243016,18.07727,17.6612541,3.325525651,11.995914,1.278903784,3.397943885,43.12308757,7.190829089,5043.8
"69",732,83.74609999,22.00021107,41.71004977,7.792313142,151.0914317,39.29870644,0.754114785,15.40075063,11.8863282,1.667349457,6.655766705,0.360741862,5.765107029,102.7863771,3.29136999,14310.2
"70",733,86.78107225,17.95329833,40.46388889,6.345670109,NA,NA,18.650356,18.0392679,8.752109333,1.106780248,9.549765509,0.353544119,NA,NA,NA,5033.75
"71",734,82.91771095,18.37191102,54.71491437,14.35630682,66.58601791,16.19497628,56.96285579,6.006185963,3.279910963,34.54222545,6.008453881,0.318820363,35.04659143,8.803696742,2.617818947,6638.4
"72",735,82.92053525,17.55583962,65.0904808,16.18765754,120.9414677,34.20229372,44.64033019,9.354022062,6.692729499,35.02604831,13.10962886,0.695243018,51.37633805,35.13655605,6.843965388,28635.6666666667
"73",736,72.3153641,12.91296526,NA,NA,NA,NA,6.719632926,26.70654354,3.361619863,NA,NA,NA,NA,NA,NA,0
"74",737,102.0123446,32.25544044,25.64809229,2.94639961,102.5968325,25.73488159,6.788333121,53.69249265,2.804027829,2.328564519,3.057882486,0.541815501,4.104669904,44.32466281,5.018771716,1003.66666666667
"75",738,101.8743637,19.51879345,57.77893144,10.13775235,129.2934943,33.30084341,5.06267458,44.36808736,7.413084995,6.585711978,12.38760065,2.52644334,2.215775749,77.52216317,4.635835928,9431
"76",739,89.86706645,31.50422005,70.77038944,16.66717552,138.7087429,37.0459084,0.759355902,44.61624878,5.890949366,3.434189698,32.29240704,0.587333065,8.429601036,108.833538,1.628308383,2348.8
"77",740,95.9634801,19.01272248,67.82611837,14.70806634,112.402588,28.39586399,14.516586,35.12177692,7.536383077,11.39396835,16.68739297,2.024665443,5.524793102,57.00032412,4.596044521,28712
"78",741,98.95797493,23.26467057,47.98755135,11.84199162,105.2319448,22.63544336,73.70655549,8.325495364,3.040537628,26.70829579,3.424108115,0.21172281,71.88962751,8.6432643,2.41580217,8223
"79",742,105.4563443,28.82406021,33.53472392,6.352339065,145.4823339,46.20227778,84.31065841,4.734053815,5.223532289,13.33096803,1.179001232,0.28479931,72.31790707,14.01735088,3.868010526,35656.5
"80",743,89.61208015,22.5156734,24.50074589,4.60054893,134.4003279,29.48816247,5.296972973,46.78509134,3.917341542,1.252089826,0.50373201,0.305215285,3.900033563,82.44328364,3.970557319,23026.6666666667
"81",744,92.94996861,23.93542855,42.40839234,10.66757875,99.52533941,26.1547856,72.18323301,8.56622971,3.074674078,21.67323436,3.207843857,0.595796965,38.34093451,4.995846614,2.106334163,8913.4
"82",745,97.96518684,26.45413358,42.97162522,10.78272675,78.92044461,21.17042756,86.41084938,10.22602941,2.918151557,25.5084525,3.76406625,0.4546787,43.67356204,8.61925636,1.37270274,25462.2
"83",746,102.4460378,19.7016535,71.02108067,18.87877683,161.800302,39.78581713,0.775771695,36.58714005,14.22371862,3.51493852,27.15345026,1.194887143,4.792986451,110.4232732,13.80585773,36977.5
"84",747,69.81881264,20.30020418,58.09773007,13.99487329,99.19738651,21.90020385,31.97358673,9.393609119,6.511599385,28.76631934,8.279192602,0.952516429,28.5720858,20.0540075,3.6465758,14787.4
"85",748,72.89064083,19.84192411,55.93207301,12.97170135,97.56142318,22.79833827,49.83490882,6.95169227,0.447479683,36.40129714,2.985364662,0.083329825,60.56403351,12.11995202,0.192557185,5957
"86",749,95.75621689,24.91090016,44.19687248,11.07133994,112.2808164,33.57305334,77.90526503,7.198106915,2.837901618,20.26024807,0.626044701,0.390021999,77.53551855,11.86328431,3.382226848,16476.2
"87",750,63.74107293,14.34461148,46.15485466,11.94874091,97.54638112,25.85402296,44.40718485,6.39873,0.2194815,24.32535207,0.525185961,0.159870345,60.70895471,11.27063113,0.117158725,10206
"88",751,96.99809812,26.44184306,36.59665453,8.95359874,92.45160903,26.00096335,71.32623916,5.242864328,4.773121394,18.57022374,1.832491067,0.767271465,57.12940689,5.018620479,3.743664321,2193.66666666667
"89",752,83.61288444,24.66271801,33.29905114,8.026439836,127.9265721,38.58015953,73.14871558,5.286904346,4.747523077,4.035681333,0.51154321,0.109206222,74.70190814,13.90040218,5.767085204,8889.4
"90",754,91.2584986,23.98678719,54.3560586,12.34889389,112.8551021,30.35787356,83.67506525,6.7428348,4.289028641,33.33424867,3.811607411,0.754643465,64.29991733,10.60072963,2.071245037,14444.2
"91",755,82.21071692,20.22433158,52.11539853,11.59921092,120.320225,31.1469303,72.93174476,5.360521092,3.353427295,33.9580409,5.259803678,0.515760139,74.84204423,12.15639177,2.521280572,33465.6
"92",756,85.27586659,21.68357224,49.21362117,10.92509736,127.0268552,30.13119618,76.99458927,5.643996991,3.862805015,32.12609277,3.693164043,0.717361928,100.6351441,13.83140728,4.479793887,28783.75
"93",757,88.10842347,20.3845863,57.86683631,15.14667919,154.3153245,36.8955785,76.30379816,6.56993084,3.228017725,35.73731069,7.580086628,0.549322011,123.2551928,22.9261086,2.225362293,27117.6
"94",758,97.7399891,26.34912968,52.46342073,11.03030319,146.441846,34.72031703,30.46215692,30.39577482,7.46792016,17.57610044,12.26707927,2.256115707,36.52259819,73.07487412,6.404336657,31787.75
"95",759,82.74934051,21.88645639,36.38238999,8.502032081,54.18405722,6.692667286,69.0590156,5.632488676,4.915875591,17.69110482,3.478186496,0.558427811,18.60038688,1.034839109,1.793091584,8058.66666666667
"96",760,80.15185449,22.58043385,36.53451262,8.477102713,NA,NA,60.01718831,3.832630391,2.8244333,18.68364415,2.987388535,0.270772758,NA,NA,NA,16859.25
"97",761,83.55837208,21.3637555,64.93016638,16.91879097,91.25471555,26.92457497,47.02738466,13.64753885,6.728635789,34.95587691,11.45757108,0.52522098,30.49978799,26.2429834,4.017392969,8129.2
"98",762,92.59267698,20.71752929,48.47547614,10.99599189,178.4223756,57.64578288,0.743524184,28.49118942,12.91208368,9.898992018,12.91143366,0.737140214,80.55927086,69.25515853,4.634232511,17196
"99",763,83.52328729,24.63701203,63.10538515,16.73698012,113.5336629,33.7473459,59.37216768,2.589733566,3.929867629,38.5101106,9.435263739,1.337547498,66.0712916,15.72789051,5.660301038,16689
"100",765,90.97409372,19.40317527,51.74031636,11.6683841,176.0094616,59.30076562,6.199880533,49.03834144,3.774285246,9.224839756,21.26511341,0.233039902,18.07821854,121.2711645,0.271441613,23015
"101",765,90.97409372,19.40317527,62.13470006,16.1666707,176.0094616,59.30076562,6.199880533,49.03834144,3.774285246,9.224839756,21.26511341,0.233039902,18.07821854,121.2711645,0.271441613,23015
"102",766,101.2224396,24.32685245,59.21724859,11.06475847,161.7033722,49.00669184,1.963419383,52.92944812,8.949611356,2.539756546,20.94402812,0.885856446,9.783275465,106.9917385,5.591313418,33260
"103",767,81.80650556,17.04437631,48.38465132,10.03968761,123.6640749,34.02431241,0.761492108,32.88348523,5.546077189,1.391047552,14.75817807,0.08998042,6.070782589,79.84101811,3.920376389,51040.6
"104",768,105.1410908,25.71144859,67.70985144,17.07433326,195.6484097,60.7536413,7.276510998,38.24637856,13.25392189,11.69531866,18.60370297,1.325497129,17.65278502,123.6366177,11.68894332,49604.2
"105",769,81.1254439,18.50954746,72.97241931,17.08024762,139.0315442,41.85208617,0.354336693,35.28063478,5.939147945,1.488597723,21.47199266,2.164717409,2.317395524,79.71819479,7.9083273,52281
"106",770,79.22405108,21.27889406,50.84862548,11.64470173,108.2127338,28.26309881,49.59932156,7.065008612,4.56763435,25.86493899,7.558848114,0.333101529,46.70164506,23.51598826,5.023654795,14008.75
"107",771,88.93359502,19.93460978,64.39432549,13.16184552,143.1908834,31.79387737,3.166891886,29.46929133,10.73145152,6.749275249,18.70858939,2.546492629,7.678212108,62.02981938,12.80995047,56393.8
"108",772,88.95260469,27.07821085,53.33868299,13.36310599,134.5277304,37.30679313,77.04452344,7.83962334,3.04849571,34.47089202,4.336073892,0.258705517,108.1754826,12.76924295,12.91407867,8578
"109",773,84.22133221,29.74501581,59.05049511,14.77879375,106.735997,30.19436583,64.77118064,7.791644254,3.575383667,37.75168211,4.568334608,0.613488991,57.96108521,10.84128557,6.843262602,10740.5
"110",774,68.93634442,14.46999649,44.08248802,10.47175804,NA,NA,0.461303343,12.81977964,7.669225532,25.14233408,4.184676514,0.511671289,NA,NA,NA,0
"111",775,75.28482557,19.69428431,71.95982715,18.45526766,87.97569875,22.79699906,36.58963969,7.277467139,5.210460971,38.31615929,9.030030196,1.98803382,23.10448951,3.04868541,5.477935461,9676.6
"112",776,102.5936439,21.09443161,61.74893266,13.04702276,145.8115521,35.48525655,1.035448006,52.061903,7.406969867,2.111496855,20.78211671,3.339747125,28.08126397,85.63088848,8.442924412,72349.5
"113",777,79.29956381,22.28684299,35.25593822,7.769229626,98.9051743,23.27746656,59.80192065,6.78055625,3.2447835,15.67512872,2.918094397,0.335971025,66.32516492,14.44548077,3.737140615,28295.75
"114",778,82.48999383,21.44664447,49.54648124,10.47409801,110.7918635,28.7136645,60.67095074,4.95533276,4.138084381,30.064138,2.961370968,0.915000202,62.26116618,5.33779902,6.949759902,18033
"115",779,70.11213714,18.45459135,59.23073245,13.72151247,132.4173638,34.01169478,48.75710758,4.431198327,2.828095768,35.48637637,3.757409684,1.16276568,92.49491527,14.2990561,7.373742623,21452.6
"116",780,81.50581051,19.60924143,64.26347637,11.75362087,142.7458392,33.20629315,0.70201648,13.37173194,14.60810916,1.619907924,19.7704012,2.378772718,5.737492051,93.02866658,13.23469185,1490.75
"117",781,93.67768933,19.70231758,67.68850018,15.31014982,181.4111349,47.76927033,0.447747297,34.92014765,10.14267067,2.978185545,37.87647153,0.214223564,3.635309664,117.344733,4.049876704,38554
"118",782,84.27069891,22.03373593,57.54163438,13.91229676,95.36142113,24.11795836,58.81135805,5.319474937,2.999060351,24.39156604,16.85994522,0.277658765,58.33228897,10.09701348,6.745991275,23952.75
"119",783,73.73090914,19.44523346,NA,NA,NA,NA,11.7452437,11.12701555,9.049791331,NA,NA,NA,NA,NA,NA,7008
"120",784,82.07161713,25.02572397,45.04010126,7.888558289,130.0608907,37.73672451,58.63549361,5.589197,3.109346975,2.974769824,12.68231934,2.320872559,3.783413854,59.79181585,7.800453073,20358.2
"121",785,83.92248318,20.23755389,78.90749579,25.4617149,104.2901164,32.49767746,5.149538157,28.00224712,11.69052369,46.87010468,6.419653941,0.83879931,79.62297201,7.458149062,6.901921915,14858.4
"122",786,81.87196911,17.56754498,45.59153741,10.2343982,131.1090698,33.0485093,0.915958006,22.37270267,14.30809376,3.776440668,9.638570727,2.06075668,11.28582918,82.68330064,13.49306748,2174
"123",787,81.33692144,16.02676439,53.08930564,14.1406873,143.0268383,36.8962908,0.765401907,22.29344957,13.89997341,2.825663338,20.5253614,2.262217784,6.227054587,80.82246814,17.93346126,15428
"124",788,90.90431835,24.1767329,88.4056341,23.65418807,157.7216877,43.9755061,66.7613997,7.761549118,4.308995466,63.59296421,13.03352783,0.490968652,116.8138832,18.42496542,7.735413636,1474
"125",789,79.60454336,20.5919813,90.84390759,24.92511773,127.4612263,40.5186153,53.79233769,6.047992087,2.980774481,61.7772091,8.529983847,0.758422167,103.9690952,11.91303981,7.409226771,17138.8
"126",790,96.58128519,26.41164344,37.39441626,9.648685349,95.52444105,30.8140916,75.54199965,5.869382872,3.738493703,20.42512768,2.480250611,0.520409095,61.86750975,3.346075,5.903128,4724.33333333333
"127",791,82.19172681,23.85651932,40.07337811,12.34881346,97.12351326,26.31070447,52.91708276,7.641621689,4.251774813,17.31891558,4.174239019,0.589942697,33.3847706,17.49531095,2.586719403,30378.8
"128",792,80.38541738,18.49170509,47.67653767,10.9570881,104.1549432,22.88803762,3.872944135,46.08403715,3.583877517,5.763953702,21.62650862,1.010344219,1.609382307,61.16979547,4.309685067,34208
"129",803,80.36092591,17.59228465,NA,NA,NA,NA,8.207413102,32.41971009,2.466290462,NA,NA,NA,NA,NA,NA,0
"130",831,120.0118323,26.00026214,88.75900117,22.19810242,140.9369205,40.30409138,9.651101477,57.97110167,15.40796091,9.555882724,37.95707937,1.713037757,9.067267074,76.09474804,6.854105479,28942
"131",837,79.7116337,18.29349832,67.82745547,15.22822578,NA,NA,0.508775088,10.8144072,12.74554677,2.694850944,22.05797465,2.289048708,NA,NA,NA,6565.5
"132",851,86.57611859,27.74570178,67.49228952,19.23317592,69.35651147,11.90317823,57.19694075,5.810802005,6.099860351,41.43872976,8.780943978,0.234553208,18.72768249,1.467634409,1.026285305,0
"133",864,74.61604136,23.0141868,NA,NA,101.7418019,36.38783236,45.0323934,5.519786168,2.965202737,NA,NA,NA,54.60650306,15.55762275,2.139373246,5951
"134",880,83.19999856,20.82272117,68.48736079,16.10541511,83.94195289,20.79712522,63.62978508,7.033792006,1.503972098,28.94137315,5.911278325,0.282244138,20.887578,4.3793175,6.3470043,15322
"135",888,94.5931568,31.18775231,52.43164753,14.21225091,84.9581633,23.16975314,71.88318896,5.25833252,5.14955957,31.97673191,6.058497031,0.401741811,33.79219749,4.323878575,2.606713598,15080
"136",890,69.91174383,19.00391533,37.66392476,8.240926713,84.83888457,22.44208183,56.22292753,6.184302969,1.750639758,16.14297757,5.620346212,0.221072855,30.8677629,7.789617898,2.022857818,9593
"137",891,94.92543509,23.80288916,98.08368493,23.28797013,122.3502426,34.39890262,16.77134585,10.9117152,14.22524038,30.54636018,44.24695631,1.724152135,27.03264788,52.4589425,10.49113633,5843.66666666667
"138",892,119.4770449,32.56503335,91.96467551,26.02987351,131.2852802,39.53210986,94.77730572,10.38988354,4.501370025,59.84244887,13.46159795,0.882646154,69.05141489,30.88625747,3.738053685,13998
"139",893,102.20799,25.72052145,89.83347911,29.51379379,119.2702031,34.26419129,80.17871664,8.631891074,3.841689662,61.29135663,13.67291749,0.628000393,65.05939808,20.66252831,4.223974397,9165.66666666667
"140",908,81.69998241,17.49192913,56.10545744,14.26298397,112.2629292,34.23031938,69.92874623,4.114903363,4.47741998,28.20594046,6.255330769,0.511985026,60.65875968,19.75017848,1.776337371,17756
"141",914,101.5408188,29.42407323,39.86352017,11.72212825,109.7164215,29.56559093,87.26780752,8.893059129,4.926306284,21.16243572,3.806441364,0.062328852,62.73889653,13.19889247,2.558507631,27489.75
"142",915,81.2370573,20.19210876,69.59937614,18.69927318,89.46943476,22.93049002,66.20261651,4.837386076,3.494019342,42.84652879,7.690478196,1.547505748,46.60824915,6.3666925,2.1191205,8928.33333333333
